1_0.jpg,"A men's winter outfit featuring a tan puffer jacket over a layered look with a blue button-down cardigan, paired with a cream roll-neck top and a soft yellow and beige fringed scarf, complemented by cream-colored wide-leg trousers, perfect for cold temperatures of 5°C with icy conditions."
1_1.jpg,"A men's winter outfit featuring a quilted jacket over a collared shirt and a dark sweater, paired with relaxed fit trousers and a striped scarf, perfect for cool weather."
1_2.jpg,"A men's winter outfit featuring a chunky cable knit sweater layered over a hooded top, paired with relaxed-fit sweatpants and a beanie, perfect for cold weather."
1_3.jpg,"A men's fall outfit featuring a cozy graphic sweatshirt with a scarf, paired with loose-fitting light wash denim jeans, perfect for cool 10-15°C weather."
1_4.jpg,"A men's winter outfit featuring a puffer jacket over a hoodie and a plaid shirt, paired with oversized lounge pants, perfect for cold weather."
1_5.jpg,"A men's winter outfit featuring a warm puffer jacket layered over a collared shirt and a knitted cardigan, paired with wide-legged corduroy trousers, perfect for cold temperatures around 0°C with potential for snow. The outfit includes a hat and shoes."
1_6.jpg,"A women's winter outfit featuring a beige, short, wool blend coat layered over a neutral turtleneck and a brown scarf, paired with a black pleated mini skirt, perfect for cool 10-15°C weather."
1_7.jpg,"A women's winter outfit featuring a horizontally striped turtle neck under a puffy jacket and a scarf, paired with wide leg pants, perfect for cold weather with temperatures around 5°C. The outfit also features a beanie."
1_8.jpg,"A men's winter outfit featuring a heavy, insulated down puffer jacket, a long-sleeved striped T-shirt, and a collared button-down shirt, paired with casual, loose-fitting trousers, perfect for sub-zero weather."
1_9.jpg,"A men's winter outfit featuring a layered top with a collared button-up shirt underneath a quilted vest and a long, double-breasted overcoat, paired with wide-leg trousers, perfect for freezing weather conditions."
1_10.jpg,"A women’s fall outfit featuring a buttoned cardigan layered with a light blue fleece jacket, and paired with wide-leg corduroy pants, perfect for cool 10-15°C weather. Leather shoes are visible."
1_11.jpg,"A women's winter outfit featuring a cropped puffer jacket over a knit button-down top with a minimalist design, paired with high-waisted, wide-leg denim trousers and a beanie, perfect for cool 10°C weather."
1_12.jpg,"A women's winter outfit featuring a warm knit sweater layered under a sleek overcoat, paired with statement jeans with textured panels, ideal for cold weather conditions."
1_13.jpg,"A men's winter outfit featuring a navy t-shirt, a light blue knit cardigan, a thick corduroy jacket, and a patterned scarf, paired with faded cargo jeans, perfect for cold weather around 5°C."
1_14.jpg,"A women's winter outfit featuring a teddy-style jacket and a fine-knit V-neck sweater, paired with light blue corduroy flare pants, perfect for cool 10°C weather."
1_15.jpg,"A women's winter outfit featuring a cream puffer jacket over a sage green cable-knit vest and cream blouse, paired with a brown pleated mini-skirt, perfect for cold 5°C weather."
1_16.jpg,"A men's winter outfit featuring a hooded puffer jacket, layered over a lightweight hoodie and a zipped-up vest, paired with loose-fitting corduroy pants and neutral trainers, perfect for sub-zero temperatures."
